state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,in_custody_not_us_citizens_female,in_custody_not_us_citizens_male,in_custody_not_us_citizens_total,in_custody_under_18_years_of_age_female,in_custody_under_18_years_of_age_male,in_custody_under_18_years_of_age_total
Louisiana,2016,3564536,2935832,4681666,2390206,2291460,1844753,1719783,1489542,1446290,1,127,128,0,11,11
Louisiana,2015,3555920,2948468,4670724,2383927,2286797,1844560,1711360,1499072,1449396,2,126,128,0,11,11
Louisiana,2014,3534984,2954086,4649676,2378697,2270979,1832919,1702065,1501257,1452829,6,143,149,0,18,18
Louisiana,2013,3515282,2957034,4625470,2367933,2257537,1819728,1695554,1501511,1455523,1,82,83,0,23,23
Louisiana,2012,3484029,2933137,4601893,2354322,2247571,1804690,1679339,1487436,1445701,4,121,125,0,38,38
Louisiana,2011,3456063,2926373,4574836,2334375,2240461,1792595,1663468,1484915,1441458,2,121,123,6,172,178
Louisiana,2010,3426437,2904926,4544228,2317994,2226234,1773050,1653387,1472606,1432320,5,105,110,0,22,22
Louisiana,2009,3369803,2854561,4492076,2307172,2184904,1758827,1610976,1457379,1397182,3,102,105,1,14,15
Louisiana,2008,3311064,2810356,4410796,2271185,2139611,1730461,1580603,1435650,1374706,3,103,106,1,25,26
Louisiana,2007,3210012,2726790,4293204,2205573,2087631,1678321,1531691,1394703,1332087,7,100,107,0,11,11
Louisiana,2006,3211629,2719283,4287768,2209486,2078282,1678546,1533083,1385247,1334036,9,99,108,0,9,9
Louisiana,2005,3245235,2786667,4387181,2266760,2120421,1708499,1536736,1441809,1344858,7,109,116,0,10,10
Louisiana,2004,3222315,2762696,4383224,2280739,2102485,1707266,1515049,1438831,1323865,10,106,116,0,8,8
Louisiana,2003,3194605,2737873,4364568,2262801,2101767,1692681,1501924,1421912,1315961,9,114,123,0,12,12
Louisiana,2002,3172908,2715570,4348960,2266865,2082095,1685637,1487271,1415763,1299807,7,106,113,1,55,56
Louisiana,2001,3102174,2641419,4328743,2247191,2081552,1649113,1453061,1376861,1264558,11,133,144,1,33,34
Louisiana,2000,3121107,2648498,4321694,2236215,2085479,1653932,1467175,1373980,1274518,5,53,58,1,39,40
