year,state,total_admissions,aggravated_or_simple_assault_total_total_admissions,burglary_total_total_admissions,drugs_total_total_admissions,fraud_total_total_admissions,motor_vehicle_theft_total_total_admissions,murder_total_total_admissions,negligent_manslaughter_total_total_admissions,other_property_offenses_total_total_admissions,other_unknown_total_total_admissions,other_violent_offenses_total_total_admissions,public_order_total_total_admissions,rape_or_sexual_assault_total_total_admissions,robbery_total_total_admissions,theft_total_total_admissions,aggravated_or_simple_assault_total_female_admissions,aggravated_or_simple_assault_total_male_admissions,burglary_total_female_admissions,burglary_total_male_admissions,drugs_total_female_admissions,drugs_total_male_admissions,fraud_total_female_admissions,fraud_total_male_admissions,motor_vehicle_theft_total_female_admissions,motor_vehicle_theft_total_male_admissions,murder_total_female_admissions,murder_total_male_admissions,negligent_manslaughter_total_female_admissions,negligent_manslaughter_total_male_admissions,other_property_offenses_total_female_admissions,other_property_offenses_total_male_admissions,other_unknown_total_female_admissions,other_unknown_total_male_admissions,other_violent_offenses_total_female_admissions,other_violent_offenses_total_male_admissions,public_order_total_female_admissions,public_order_total_male_admissions,rape_or_sexual_assault_total_female_admissions,rape_or_sexual_assault_total_male_admissions,robbery_total_female_admissions,robbery_total_male_admissions,theft_total_female_admissions,theft_total_male_admissions,aggravated_or_simple_assault_black_total_admissions,aggravated_or_simple_assault_hispanic_total_admissions,aggravated_or_simple_assault_other_or_unknown_total_admissions,aggravated_or_simple_assault_white_total_admissions,burglary_black_total_admissions,burglary_hispanic_total_admissions,burglary_other_or_unknown_total_admissions,burglary_white_total_admissions,drugs_black_total_admissions,drugs_hispanic_total_admissions,drugs_other_or_unknown_total_admissions,drugs_white_total_admissions,fraud_black_total_admissions,fraud_hispanic_total_admissions,fraud_other_or_unknown_total_admissions,fraud_white_total_admissions,motor_vehicle_theft_black_total_admissions,motor_vehicle_theft_hispanic_total_admissions,motor_vehicle_theft_other_or_unknown_total_admissions,motor_vehicle_theft_white_total_admissions,murder_black_total_admissions,murder_hispanic_total_admissions,murder_other_or_unknown_total_admissions,murder_white_total_admissions,negligent_manslaughter_black_total_admissions,negligent_manslaughter_hispanic_total_admissions,negligent_manslaughter_other_or_unknown_total_admissions,negligent_manslaughter_white_total_admissions,other_property_offenses_black_total_admissions,other_property_offenses_hispanic_total_admissions,other_property_offenses_other_or_unknown_total_admissions,other_property_offenses_white_total_admissions,other_unknown_black_total_admissions,other_unknown_hispanic_total_admissions,other_unknown_other_or_unknown_total_admissions,other_unknown_white_total_admissions,other_violent_offenses_black_total_admissions,other_violent_offenses_hispanic_total_admissions,other_violent_offenses_other_or_unknown_total_admissions,other_violent_offenses_white_total_admissions,public_order_black_total_admissions,public_order_hispanic_total_admissions,public_order_other_or_unknown_total_admissions,public_order_white_total_admissions,rape_or_sexual_assault_black_total_admissions,rape_or_sexual_assault_hispanic_total_admissions,rape_or_sexual_assault_other_or_unknown_total_admissions,rape_or_sexual_assault_white_total_admissions,robbery_black_total_admissions,robbery_hispanic_total_admissions,robbery_other_or_unknown_total_admissions,robbery_white_total_admissions,theft_black_total_admissions,theft_hispanic_total_admissions,theft_other_or_unknown_total_admissions,theft_white_total_admissions,aggravated_or_simple_assault_black_female_admissions,aggravated_or_simple_assault_black_male_admissions,aggravated_or_simple_assault_hispanic_female_admissions,aggravated_or_simple_assault_hispanic_male_admissions,aggravated_or_simple_assault_other_or_unknown_female_admissions,aggravated_or_simple_assault_other_or_unknown_male_admissions,aggravated_or_simple_assault_white_female_admissions,aggravated_or_simple_assault_white_male_admissions,burglary_black_female_admissions,burglary_black_male_admissions,burglary_hispanic_female_admissions,burglary_hispanic_male_admissions,burglary_other_or_unknown_female_admissions,burglary_other_or_unknown_male_admissions,burglary_white_female_admissions,burglary_white_male_admissions,drugs_black_female_admissions,drugs_black_male_admissions,drugs_hispanic_female_admissions,drugs_hispanic_male_admissions,drugs_other_or_unknown_female_admissions,drugs_other_or_unknown_male_admissions,drugs_white_female_admissions,drugs_white_male_admissions,fraud_black_female_admissions,fraud_black_male_admissions,fraud_hispanic_female_admissions,fraud_hispanic_male_admissions,fraud_other_or_unknown_female_admissions,fraud_other_or_unknown_male_admissions,fraud_white_female_admissions,fraud_white_male_admissions,motor_vehicle_theft_black_female_admissions,motor_vehicle_theft_black_male_admissions,motor_vehicle_theft_hispanic_female_admissions,motor_vehicle_theft_hispanic_male_admissions,motor_vehicle_theft_other_or_unknown_female_admissions,motor_vehicle_theft_other_or_unknown_male_admissions,motor_vehicle_theft_white_female_admissions,motor_vehicle_theft_white_male_admissions,murder_black_female_admissions,murder_black_male_admissions,murder_hispanic_female_admissions,murder_hispanic_male_admissions,murder_other_or_unknown_female_admissions,murder_other_or_unknown_male_admissions,murder_white_female_admissions,murder_white_male_admissions,negligent_manslaughter_black_female_admissions,negligent_manslaughter_black_male_admissions,negligent_manslaughter_hispanic_female_admissions,negligent_manslaughter_hispanic_male_admissions,negligent_manslaughter_other_or_unknown_female_admissions,negligent_manslaughter_other_or_unknown_male_admissions,negligent_manslaughter_white_female_admissions,negligent_manslaughter_white_male_admissions,other_property_offenses_black_female_admissions,other_property_offenses_black_male_admissions,other_property_offenses_hispanic_female_admissions,other_property_offenses_hispanic_male_admissions,other_property_offenses_other_or_unknown_female_admissions,other_property_offenses_other_or_unknown_male_admissions,other_property_offenses_white_female_admissions,other_property_offenses_white_male_admissions,other_unknown_black_female_admissions,other_unknown_black_male_admissions,other_unknown_hispanic_female_admissions,other_unknown_hispanic_male_admissions,other_unknown_other_or_unknown_female_admissions,other_unknown_other_or_unknown_male_admissions,other_unknown_white_female_admissions,other_unknown_white_male_admissions,other_violent_offenses_black_female_admissions,other_violent_offenses_black_male_admissions,other_violent_offenses_hispanic_female_admissions,other_violent_offenses_hispanic_male_admissions,other_violent_offenses_other_or_unknown_female_admissions,other_violent_offenses_other_or_unknown_male_admissions,other_violent_offenses_white_female_admissions,other_violent_offenses_white_male_admissions,public_order_black_female_admissions,public_order_black_male_admissions,public_order_hispanic_female_admissions,public_order_hispanic_male_admissions,public_order_other_or_unknown_female_admissions,public_order_other_or_unknown_male_admissions,public_order_white_female_admissions,public_order_white_male_admissions,rape_or_sexual_assault_black_female_admissions,rape_or_sexual_assault_black_male_admissions,rape_or_sexual_assault_hispanic_female_admissions,rape_or_sexual_assault_hispanic_male_admissions,rape_or_sexual_assault_other_or_unknown_female_admissions,rape_or_sexual_assault_other_or_unknown_male_admissions,rape_or_sexual_assault_white_female_admissions,rape_or_sexual_assault_white_male_admissions,robbery_black_female_admissions,robbery_black_male_admissions,robbery_hispanic_female_admissions,robbery_hispanic_male_admissions,robbery_other_or_unknown_female_admissions,robbery_other_or_unknown_male_admissions,robbery_white_female_admissions,robbery_white_male_admissions,theft_black_female_admissions,theft_black_male_admissions,theft_hispanic_female_admissions,theft_hispanic_male_admissions,theft_other_or_unknown_female_admissions,theft_other_or_unknown_male_admissions,theft_white_female_admissions,theft_white_male_admissions
1991,North Dakota,470,15,95,59,55,9,14,9,19,3,19,54,36,13,70,3,12,2,93,7,52,14,41,NA,9,3,11,4,5,4,15,1,2,NA,19,1,53,NA,36,2,11,7,63,NA,1,6,8,1,2,27,65,NA,5,5,49,1,1,7,46,NA,NA,2,7,2,1,3,8,NA,NA,4,5,NA,NA,4,15,NA,NA,NA,3,1,1,6,11,NA,NA,15,39,NA,2,8,26,NA,NA,3,10,2,1,19,48,NA,NA,NA,1,2,4,1,7,NA,1,NA,2,2,25,NA,65,NA,NA,1,4,1,4,5,44,NA,1,1,NA,3,4,10,36,NA,NA,NA,NA,NA,2,NA,7,NA,2,1,NA,1,2,1,7,NA,NA,NA,NA,4,NA,NA,5,NA,NA,NA,NA,NA,4,4,11,NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,1,NA,6,NA,11,NA,NA,NA,NA,NA,15,1,38,NA,NA,NA,2,NA,8,NA,26,NA,NA,NA,NA,NA,3,2,8,NA,2,NA,1,2,17,5,43
1992,North Dakota,455,32,83,53,52,9,10,5,26,2,26,50,35,24,48,2,30,1,82,5,48,9,43,NA,9,NA,10,NA,5,NA,26,NA,2,NA,26,2,48,NA,35,2,22,8,40,NA,2,16,14,1,NA,23,59,NA,1,9,43,2,NA,4,46,NA,NA,5,4,1,NA,1,8,NA,NA,2,3,1,NA,8,17,NA,NA,NA,2,2,1,7,16,1,3,16,30,NA,NA,12,23,2,2,2,18,5,2,14,27,NA,NA,NA,2,2,14,NA,14,NA,1,NA,NA,1,22,NA,59,NA,NA,NA,1,2,7,3,40,1,1,NA,NA,2,2,6,40,NA,NA,NA,NA,NA,5,NA,4,NA,1,NA,NA,NA,1,NA,8,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,NA,NA,8,NA,17,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,7,NA,16,1,NA,NA,3,1,15,NA,30,NA,NA,NA,NA,NA,12,NA,23,NA,2,NA,2,NA,2,2,16,NA,5,NA,2,4,10,4,23
1993,North Dakota,478,31,80,39,60,20,7,3,11,6,34,75,49,12,51,1,30,NA,80,3,36,11,49,1,19,NA,7,NA,3,1,10,NA,6,1,33,2,73,1,48,1,11,6,45,NA,2,16,13,2,3,22,53,2,2,5,30,2,2,7,49,NA,1,3,16,1,1,NA,5,NA,NA,NA,3,NA,1,3,7,NA,NA,2,4,2,1,6,25,1,2,17,55,2,1,16,30,1,NA,1,10,NA,1,9,41,NA,NA,NA,2,1,15,NA,13,NA,2,NA,3,NA,22,NA,53,NA,2,1,1,NA,5,2,28,NA,2,NA,2,2,5,9,40,NA,NA,NA,1,1,2,NA,16,NA,1,NA,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1,1,2,NA,7,NA,NA,NA,NA,NA,2,NA,4,NA,2,NA,1,NA,6,1,24,NA,1,NA,2,1,16,1,54,NA,2,NA,1,NA,16,1,29,NA,1,NA,NA,1,NA,NA,10,NA,NA,NA,1,1,8,5,36
1994,North Dakota,516,37,78,61,53,19,14,3,22,37,31,46,41,16,58,4,33,NA,78,12,49,9,44,NA,19,3,11,NA,3,2,20,3,34,3,28,5,41,NA,41,2,14,7,51,5,3,10,19,1,1,14,62,1,5,11,44,2,1,6,44,NA,NA,8,11,NA,NA,6,8,NA,NA,1,2,NA,NA,7,15,NA,NA,13,24,NA,1,10,20,1,1,13,31,3,1,8,29,2,NA,4,10,3,1,9,45,1,4,NA,3,2,8,1,18,NA,1,NA,1,NA,14,NA,62,NA,1,2,3,4,7,6,38,NA,2,NA,1,2,4,7,37,NA,NA,NA,NA,NA,8,NA,11,NA,NA,NA,NA,2,4,1,7,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,7,2,13,NA,NA,NA,NA,1,12,2,22,NA,NA,NA,1,2,8,1,19,NA,1,NA,1,2,11,3,28,NA,3,NA,1,NA,8,NA,29,NA,2,NA,NA,NA,4,2,8,NA,3,NA,1,1,8,6,39
1995,North Dakota,496,34,73,73,48,18,5,5,23,3,22,90,28,13,61,2,32,1,72,5,68,9,39,1,17,1,4,2,3,NA,23,NA,3,NA,22,6,84,NA,28,1,12,9,52,1,1,16,16,1,1,16,55,2,10,8,53,NA,4,5,39,NA,NA,8,10,NA,NA,1,4,NA,NA,1,4,1,2,4,16,NA,NA,1,2,1,2,8,11,1,3,20,66,1,NA,6,21,NA,NA,5,8,2,NA,8,51,NA,1,NA,1,2,14,NA,16,NA,1,NA,1,NA,16,1,54,1,1,1,9,NA,8,3,50,NA,NA,NA,4,NA,5,9,30,NA,NA,NA,NA,1,7,NA,10,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,1,NA,1,3,NA,1,NA,2,NA,4,NA,16,NA,NA,NA,NA,NA,1,NA,2,NA,1,NA,2,NA,8,NA,11,1,NA,NA,3,1,19,4,62,NA,1,NA,NA,NA,6,NA,21,NA,NA,NA,NA,1,4,NA,8,NA,2,NA,NA,2,6,7,44
