state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,in_custody_not_us_citizens_female,in_custody_not_us_citizens_male,in_custody_not_us_citizens_total,in_custody_under_18_years_of_age_female,in_custody_under_18_years_of_age_male,in_custody_under_18_years_of_age_total
Pennsylvania,2016,10119261,8048754,12784227,6524274,6259953,5219757,4899504,4039947,4008807,34,1083,1117,1,28,29
Pennsylvania,2015,10116359,8083089,12802503,6545794,6256709,5230031,4886328,4065590,4017499,53,1036,1089,1,16,17
Pennsylvania,2014,10098269,8112593,12787209,6528001,6259208,5217314,4880955,4079610,4032983,26,1025,1051,0,29,29
Pennsylvania,2013,10064792,8130010,12773801,6534366,6239435,5208898,4855894,4097145,4032865,27,1046,1073,0,28,28
Pennsylvania,2012,10031170,8146059,12763536,6527184,6236352,5199136,4832034,4104268,4041791,28,1043,1071,1,21,22
Pennsylvania,2011,9984572,8122136,12742886,6532395,6210491,5190611,4793961,4104405,4017731,30,1091,1121,2,41,43
Pennsylvania,2010,9924558,8074859,12709630,6528412,6181218,5160353,4764205,4078808,3996051,28,1120,1148,2,56,58
Pennsylvania,2009,9833768,8008609,12604767,6472777,6131990,5118730,4715038,4038752,3969857,23,985,1008,2,59,61
Pennsylvania,2008,9694803,7910971,12448279,6392051,6056228,5047321,4647482,3988968,3922003,23,985,1008,2,53,55
Pennsylvania,2007,9631293,7852567,12432792,6379253,6053539,5021606,4609687,3966648,3885919,7,500,507,2,58,60
Pennsylvania,2006,9614874,7839414,12440621,6398155,6042466,5007770,4607104,3952622,3886792,5,492,497,2,36,38
Pennsylvania,2005,9169144,7509685,11948862,6175614,5773248,4821875,4347269,3847228,3662457,14,507,521,0,31,31
Pennsylvania,2004,9143952,7471991,11971696,6195130,5776566,4799782,4344170,3815551,3656440,11,492,503,1,39,40
Pennsylvania,2003,9118093,7458852,11935566,6164726,5770840,4791056,4327037,3813310,3645542,14,504,518,1,49,50
Pennsylvania,2002,9063268,7388686,11913892,6174132,5739760,4780742,4282526,3796610,3592076,12,488,500,1,42,43
Pennsylvania,2001,9061561,7385893,11856640,6136030,5720610,4784308,4277253,3788856,3597037,8,450,458,1,54,55
Pennsylvania,2000,8928607,7240949,11790241,6090895,5699346,4721705,4206902,3729266,3511683,13,407,420,3,66,69
