state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,in_custody_not_us_citizens_female,in_custody_not_us_citizens_male,in_custody_not_us_citizens_total,in_custody_under_18_years_of_age_female,in_custody_under_18_years_of_age_male,in_custody_under_18_years_of_age_total
South Dakota,2016,651552,525029,865454,429531,435923,325959,325593,256451,268578,6,81,87,0,0,0
South Dakota,2015,648913,524081,858469,426408,432061,325543,323370,257109,266972,4,82,86,0,0,0
South Dakota,2014,643681,525862,853175,424313,428862,323473,320208,258844,267018,3,77,80,0,0,0
South Dakota,2013,638895,523869,844877,420653,424224,319557,319338,255492,268377,5,95,100,0,0,0
South Dakota,2012,629217,519632,833354,416505,416849,316424,312793,254924,264708,1,75,76,0,0,0
South Dakota,2011,621205,508329,824082,414507,409575,313945,307260,249760,258569,1,53,54,0,0,0
South Dakota,2010,612049,501697,816463,406414,410049,307589,304460,245205,256492,0,61,61,0,1,1
South Dakota,2009,612948,502267,812383,409608,402775,311579,301369,249197,253070,2,59,61,0,1,1
South Dakota,2008,602665,493981,804194,402611,401583,306294,296371,243857,250124,0,56,56,0,0,0
South Dakota,2007,601498,490590,796215,398157,398058,301612,299886,238556,252034,1,64,65,1,4,5
South Dakota,2006,585043,479096,781919,389405,392514,296720,288323,236171,242925,1,52,53,1,0,1
South Dakota,2005,564080,467484,755152,384762,370390,291960,272120,238173,229311,0,17,17,0,2,2
South Dakota,2004,552674,458347,741480,373419,368061,281365,271309,228198,230149,0,17,17,0,1,1
South Dakota,2003,542217,447807,735349,372323,363026,277228,264989,223587,224220,1,32,33,0,1,1
South Dakota,2002,538713,443797,731963,369837,362126,275483,263230,221707,222090,1,49,50,0,3,3
South Dakota,2001,543772,451518,727968,368508,359460,279087,264685,227121,224397,2,29,31,0,4,4
South Dakota,2000,521901,426235,718859,357941,360918,264775,257126,208796,217439,0,26,26,0,8,8
